Species	Antibiotic	F1	CI_Low	CI_High	VME	CI_Low	CI_High	ME	CI_Low	CI_High
Klebsiella pneumoniae	CXM	0.9353499239659044	0.8632267486821829	1.007473099249626	0.0011976047904191617	-0.0021274791679015553	0.004522688748739879	0.19042735042735043	-0.020463333410154827	0.4013180342648557
Klebsiella pneumoniae	ETP	0.907811494399267	0.841681642313781	0.9739413464847531	0.013251748251748251	-0.00263060293745725	0.029134099440953753	0.20763493701574193	-0.006340824314119864	0.4216106983456037
Klebsiella pneumoniae	FEP	0.8938178266446737	0.8743297908413321	0.9133058624480153	0.038390181910859966	0.03168150576168802	0.045098858060031916	0.19642428428617534	0.15109187837510227	0.2417566901972484
Klebsiella pneumoniae	FOX	0.8402954429522463	0.8297596711470541	0.8508312147574386	0.0782498213973719	0.0525030317135599	0.1039966110811839	0.2507795070153706	0.20655457313600495	0.29500444089473626
Klebsiella pneumoniae	GEN	0.8830556378022459	0.8636817220790163	0.9024295535254756	0.06491640040541949	0.05188172046973458	0.0779510803411044	0.167864216232394	0.1342779024610506	0.20145053000373742
Klebsiella pneumoniae	IPM	0.9729654869985893	0.9591574302730763	0.9867735437241023	0.02761250055809582	0.010327187118126378	0.044897813998065264	0.024941655434055177	0.008977917197115798	0.04090539367099456
Klebsiella pneumoniae	LVX	0.9129787165759821	0.8920019767815373	0.9339554563704269	0.02424888684543373	0.016410640388826808	0.03208713330204065	0.13320439803828507	0.11193208129081857	0.1544767147857516
Klebsiella pneumoniae	MEM	0.9527471412263981	0.9309274342796343	0.974566848173162	0.06537945023160924	0.0287025952294178	0.10205630523380067	0.03111387935540725	0.019570328830527665	0.04265742988028683
Klebsiella pneumoniae	NIT	0.8080641903067864	0.7787619578278063	0.8373664227857666	0.08176798661461239	0.05596937393940371	0.10756659928982107	0.2683712121212121	0.2359177783190027	0.30082464592342156
Klebsiella pneumoniae	SAM	0.8615524476585495	0.818703902585923	0.9044009927311761	0.02372489610153746	0.013122982685386064	0.03432680951768886	0.2604408235442718	0.15847502860868454	0.362406618479859
Klebsiella pneumoniae	SXT	0.8676158279148847	0.8418869820624134	0.8933446737673559	0.0223402159025933	0.013217254586204277	0.03146317721898232	0.28338924827035117	0.233559296460711	0.33321920007999134
Klebsiella pneumoniae	TET	0.7626945448979429	0.7110535605827984	0.8143355292130873	0.17118851214240352	0.11155350353926685	0.2308235207455402	0.30512358805001283	0.24709420267737067	0.36315297342265496
Klebsiella pneumoniae	TGC	0.7805457537912833	0.7433968150073181	0.8176946925752485	0.08257144887812144	0.05216188238399101	0.11298101537225187	0.36419470483957384	0.295263580350861	0.4331258293282867
Klebsiella pneumoniae	TIM	0.9638743961352656	0.9013983659664613	1.02635042630407	0.05714285714285714	-0.10151114886844564	0.2157968631541599	0.016666666666666666	-0.029607418419963314	0.06294075175329665
Klebsiella pneumoniae	TMP	0.8619378079717899	0.7438033103257184	0.9800723056178613	0.18190476190476193	0.0033259915349295455	0.3604835322745943	0.0884313725490196	0.01659854236244214	0.16026420273559705
Klebsiella pneumoniae	TOB	0.9422693374132403	0.923319336653214	0.9612193381732665	0.03884371002167839	0.027076177741259026	0.05061124230209776	0.07663242921774113	0.039114147204832805	0.11415071123064946
Klebsiella pneumoniae	TZP	0.9026511006356859	0.882157713348449	0.9231444879229228	0.1119799185337494	0.07158847602830122	0.15237136103919757	0.07874752492864753	0.058616090749855576	0.09887895910743949
Mycobacterium tuberculosis	ALL	0.8680167977360578	0.8613394648639264	0.8746941306081891	0.1838081051905953	0.17276073789471957	0.194855472486471	0.07137316688212891	0.0658544438457143	0.07689188991854352
Mycobacterium tuberculosis	AMK	0.8412018860827002	0.8063563798540333	0.8760473923113671	0.27988864252278883	0.18268712006893917	0.3770901649766385	0.05533715253786224	0.028743935772832324	0.08193036930289216
Mycobacterium tuberculosis	CAP	0.844147931147225	0.8251559427946598	0.8631399194997902	0.1750231267345051	0.1073594414552733	0.24268681201373687	0.10428571428571429	0.08202462927820922	0.12654679929321935
Mycobacterium tuberculosis	CIP	0.8723536028793906	0.7902200540795575	0.9544871516792236	0.22857142857142856	0.10373374740926204	0.3534091097335951	0.04109426499670402	0.00047416057354640606	0.08171436941986164
Mycobacterium tuberculosis	DCS	0.7104764535162583	0.6698079801391515	0.7511449268933651	0.3910256410256411	0.2938689701914837	0.48818231185979843	0.15744680851063828	0.10266448366108333	0.21222913336019322
Mycobacterium tuberculosis	EMB	0.8406911253398649	0.8347900464663404	0.8465922042133894	0.13341638799641553	0.11595713037466496	0.1508756456181661	0.0923100995441468	0.08503732181125785	0.09958287727703576
Mycobacterium tuberculosis	ETO	0.7961521813767948	0.7228351095777832	0.8694692531758064	0.18797979797979797	0.09647818088252129	0.27948141507707464	0.20588235294117646	0.11188446114055052	0.2998802447418024
Mycobacterium tuberculosis	INH	0.8833685150069815	0.8731677235888908	0.8935693064250723	0.2151898734177215	0.20421415299250187	0.22616559384294113	0.04227108228771971	0.03383230011077301	0.05070986446466641
Mycobacterium tuberculosis	KAN	0.8601657732333076	0.8210268184353099	0.8993047280313052	0.1397913561847988	0.07411154553637424	0.20547116683322336	0.09704239576446934	0.057674597304497956	0.13641019422444073
Mycobacterium tuberculosis	MXF	0.8455196820093634	0.7914369962724251	0.8996023677463018	0.2192323694612024	0.14406586293546836	0.2943988759869364	0.06820142325614999	0.03728241097802165	0.09912043553427832
Mycobacterium tuberculosis	NAM	0.7907452454666076	0.6270106409809939	0.9544798499522213	0.175	-0.001964347122784371	0.35196434712278435	0.24444444444444446	0.05372945812142979	0.4351594307674591
Mycobacterium tuberculosis	OFX	0.7875678524571019	0.7224208222664267	0.8527148826477772	0.24183627317955675	0.17586003673846576	0.30781250962064777	0.16690647482014387	0.09934683848328231	0.23446611115700544
Mycobacterium tuberculosis	PAS	0.7206860216647502	0.6431641157067739	0.7982079276227264	0.37272727272727274	0.2113070062067508	0.5341475392477947	0.1284175084175084	0.057527061966780285	0.19930795486823652
Mycobacterium tuberculosis	PZA	0.8271462019756772	0.8195798537299457	0.8347125502214088	0.16577540106951874	0.13001836756463722	0.20153243457440026	0.08756497623925191	0.0759945052391022	0.09913544723940163
Mycobacterium tuberculosis	RIF	0.9140846635064627	0.9047803118587333	0.923389015154192	0.13516701472793693	0.10573568223327584	0.16459834722259803	0.041622677139683865	0.037719801786075126	0.045525552493292605
Mycobacterium tuberculosis	STR	0.8505269696639945	0.8406608450653218	0.8603930942626673	0.24642950670765576	0.20676033481420622	0.28609867860110527	0.06695895269224343	0.05351444549182405	0.08040345989266282
Neisseria gonorrhoeae	ALL	0.9464581480724906	0.9405368356358387	0.9523794605091426	0.061101979735410386	0.05403532908085612	0.06816863038996465	0.043975764312263535	0.035714374278459624	0.052237154346067446
Neisseria gonorrhoeae	AZM	0.9478136104875441	0.9206648166017233	0.9749624043733649	0.05570695695695695	0.008987274133817807	0.1024266397800961	0.04313074771248636	0.012952151257863549	0.07330934416710917
Neisseria gonorrhoeae	CFM	0.9366056424697742	0.9159541718628963	0.9572571130766521	0.07638383838383837	0.05423113650554853	0.09853654026212821	0.024719013294174797	0.009052560739663918	0.04038546584868567
Neisseria gonorrhoeae	CIP	0.9582863845520674	0.9519097716971439	0.9646629974069909	0.053889343809023306	0.03972339216766359	0.06805529545038302	0.030666313528324683	0.023281863109558924	0.03805076394709044
Neisseria gonorrhoeae	ERY	0.8404155714350617	0.7138536019143168	0.9669775409558067	0.04318181818181818	-0.031746497647728716	0.11811013401136508	0.2756410256410256	0.12068834434698619	0.43059370693506505
Neisseria gonorrhoeae	TET	0.8552065645078809	0.8257933008756833	0.8846198281400786	0.07006783595439703	0.046637042572540324	0.09349862933625373	0.2327102354194333	0.18865698552021903	0.2767634853186476
Pseudomonas aeruginosa	ALL	0.896199501042507	0.8765031902138642	0.9158958118711498	0.11646607952455945	0.08843108095989122	0.14450107808922769	0.0908168644518381	0.06988102725364659	0.11175270165002962
Pseudomonas aeruginosa	AMK	0.9050440701697642	0.8749905278769874	0.935097612462541	0.17128205128205126	0.08669226868600814	0.25587183387809437	0.030422739670799153	0.013778322064539772	0.047067157277058534
Pseudomonas aeruginosa	ATM	0.8964860139860141	0.7970996173622791	0.9958724106097492	0.07377926421404682	-0.021825208413669014	0.16938373684176267	0.12820121055415173	0.019084479692444464	0.237317941415859
Pseudomonas aeruginosa	CAZ	0.8637609862618838	0.8322491058175985	0.8952728667061691	0.1349284868022205	0.10697151782450313	0.16288545577993785	0.12379058841076888	0.06864120903930387	0.1789399677822339
Pseudomonas aeruginosa	CIP	0.8771440234077137	0.8046259866647354	0.949662060150692	0.06597359576143368	0.01727890233541657	0.11466828918745078	0.18615079365079365	0.061687013762406234	0.3106145735391811
Pseudomonas aeruginosa	FEP	0.9305518778093693	0.8890922908578625	0.9720114647608762	0.059589225589225595	0.0014101917733468777	0.11776825940510431	0.07472222222222222	-0.02978222099013912	0.17922666543458354
Pseudomonas aeruginosa	GEN	0.8781709010585015	0.8450229659039947	0.9113188362130082	0.125	0.0022973024076524406	0.24770269759234756	0.08916239316239317	0.05279363538941549	0.12553115093537087
Pseudomonas aeruginosa	IPM	0.8879830292760914	0.8165391097317117	0.9594269488204711	0.07172140120415982	0.019415399233324422	0.12402740317499522	0.15968980422069665	0.05226238546236947	0.26711722297902385
Pseudomonas aeruginosa	LVX	0.8738176849063342	0.8267851208433438	0.9208502489693245	0.14530072250503262	0.09587292733483171	0.19472851767523353	0.06013227303549884	0.043342267575596685	0.076922278495401
Pseudomonas aeruginosa	MEM	0.8561840778318759	0.8280767105190846	0.8842914451446672	0.1159348515461566	0.07070900838381158	0.1611606947085016	0.17298445807066495	0.12187690523861612	0.2240920109027138
Pseudomonas aeruginosa	TOB	0.9115926810988872	0.8601427891566497	0.9630425730411248	0.16665150364723041	0.08415281657424291	0.24915019072021793	0.030378349893269856	-0.007520958098150152	0.06827765788468987
Pseudomonas aeruginosa	TZP	0.91671096193021	0.8836507398243665	0.9497711840360534	0.07579365079365079	-0.011245699726438935	0.1628330013137405	0.0795414673046252	-0.006036604431364306	0.16511953904061472
Salmonella enterica	ALL	0.9495870707883609	0.9472179862867635	0.9519561552899584	0.0819965972726319	0.07431238876309501	0.08968080578216878	0.022205741104155727	0.020922581744815087	0.023488900463496366
Salmonella enterica	AMC	0.9494481173360911	0.9219169709908017	0.9769792636813805	0.07111627106983144	0.027366406922258113	0.11486613521740477	0.01989027836737261	0.005903656626117904	0.03387690010862732
Salmonella enterica	AMP	0.9763742739826691	0.969994662339904	0.9827538856254342	0.027102719556058003	0.01716114784182466	0.037044291270291345	0.02030115211487272	0.013068456120244955	0.02753384810950048
Salmonella enterica	CHL	0.9613260988796991	0.9502854929111899	0.9723667048482083	0.03186510852227028	0.013920495058286703	0.04980972198625386	0.024703651302328815	0.012012471179093124	0.037394831425564504
Salmonella enterica	CIP	0.920461910682749	0.9078904139439117	0.9330334074215862	0.16705922496496695	0.15541600470886355	0.17870244522107034	0.016751327656413774	0.009205651885070089	0.02429700342775746
Salmonella enterica	CRO	0.9776190101141855	0.9662450771715833	0.9889929430567878	0.05840060579016402	0.029218462230577308	0.08758274934975073	0.0027844770296053334	0.00035772049550797424	0.005211233563702693
Salmonella enterica	FIS	0.9507186037782663	0.9420585732754367	0.9593786342810959	0.0686315789473684	0.029880251268052695	0.10738290662668412	0.03188405797101449	0.015539169084789532	0.048228946857239455
Salmonella enterica	FOX	0.9101899937844425	0.8893497315698589	0.9310302559990262	0.1396599357978668	0.05572236074567517	0.22359751085005847	0.026734684770448453	0.017039050261183946	0.036430319279712964
Salmonella enterica	GEN	0.9518665637790023	0.9209259904577367	0.9828071371002678	0.09919280567140762	0.022512804753074586	0.17587280658974064	0.009874642096429465	0.0036552822282312977	0.01609400196462763
Salmonella enterica	KAN	0.7694324286787252	0.6731074280503841	0.8657574293070662	0.48	0.24116116119000156	0.7188388388099984	0.022484753232038086	0.00667025724883304	0.038299249215243136
Salmonella enterica	NAL	0.8505947887731227	0.7808885216527689	0.9203010558934764	0.3175595238095238	0.1954732794096426	0.439645768209405	0.018801077073164692	0.003702235809695635	0.03389991833663375
Salmonella enterica	SPT	0.92213601964316	0.8739122296053679	0.9703598096809523	0.048275862068965524	-0.01665781683960143	0.11320954097753247	0.11298701298701297	0.044245769600164325	0.1817282563738616
Salmonella enterica	STR	0.9087435382015399	0.8820437544032056	0.9354433219998741	0.08660659683220598	0.047370925874574345	0.12584226778983762	0.09178638038310027	0.06838316031606934	0.11518960045013121
Salmonella enterica	SXT	0.945802262120227	0.9350864164270466	0.9565181078134074	0.14517105936839447	0.1136799212356733	0.17666219750111564	0.005199887328696142	0.0028843074701445114	0.0075154671872477725
Salmonella enterica	TET	0.9339709107540397	0.9102962364501397	0.9576455850579397	0.056427387274695914	0.029117971263581316	0.08373680328581051	0.07509612122012581	0.043866429034470425	0.10632581340578119
Salmonella enterica	TIO	0.9555670629490226	0.9471306189117148	0.9640035069863304	0.045	0.01902873415791076	0.07097126584208924	0.02249439365188891	0.012676939417910343	0.032311847885867474
Salmonella enterica	TMP	0.8145098738805739	0.7483537198170476	0.8806660279441003	0.4000653594771242	0.2484436264842562	0.5516870924699921	0.029594024452024914	0.00893115155767979	0.05025689734637004
Shigella flexneri	ALL	0.9063591214960383	0.7847822425700219	1.0279360004220546	0.10222222222222221	-0.11292877574836194	0.31737322019280634	0.07728937728937728	-0.019358955179520562	0.1739377097582751
Shigella flexneri	AZM	0.9063591214960383	0.7847822425700219	1.0279360004220546	0.10222222222222221	-0.11292877574836194	0.31737322019280634	0.07728937728937728	-0.019358955179520562	0.1739377097582751
Shigella sonnei	ALL	0.9236228901035057	0.9159443745598815	0.9313014056471299	0.08175304913490802	0.06649046354848176	0.09701563472133429	0.06792690147856664	0.0532244656316716	0.08262933732546168
Shigella sonnei	AMP	0.9245999974157625	0.8700293392742671	0.9791706555572579	0.11045565523506702	0.06338512009400007	0.15752619037613397	0.04267161410018553	-0.03118882431337592	0.11653205251374699
Shigella sonnei	AZM	0.9395296577087748	0.8969628741218656	0.9820964412956841	0.09357142857142857	-0.01792816990295809	0.20507102704581523	0.03308957498548033	0.011641191792911648	0.05453795817804902
Shigella sonnei	CAZ	0.983024903024903	0.9538162597960186	1.0122335462537873	0.046753246753246755	-0.03594403566637182	0.12945052917286531	0.0	0.0	0.0
Shigella sonnei	CIP	0.8412830090603407	0.7914576335104885	0.8911083846101929	0.28004884004884	0.19555277143340621	0.3645449086642738	0.06093953665382237	0.011024642159459641	0.11085443114818509
Shigella sonnei	CPM	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Shigella sonnei	CTX	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Shigella sonnei	ETP	0.9743060200668896	0.9279986031011086	1.0206134370326707	0.06349206349206349	-0.05800207837317055	0.18498620535729754	0.0	0.0	0.0
Shigella sonnei	FOX	0.9866836473525611	0.9634685377510949	1.0098987569540272	0.0	0.0	0.0	0.018	-0.012917184224148313	0.04891718422414831
Shigella sonnei	GEN	0.947410547967861	0.9179801879653544	0.9768409079703675	0.041666666666666664	0.009984966379340869	0.07334836695399247	0.05248354062307551	-0.0038409996405584304	0.10880808088670946
Shigella sonnei	NAL	0.7402894765442536	0.6236700935700314	0.8569088595184757	0.13591036414565824	0.07893749900859628	0.1928832292827202	0.31370573454531475	0.145349301577306	0.48206216751332354
Shigella sonnei	STR	0.8072709235209234	0.6874949923323406	0.9270468547095063	0.025476637183954258	-0.011682372529585254	0.06263564689749376	0.40095238095238095	0.09593572760310182	0.70596903430166
Shigella sonnei	TET	0.8242276268834707	0.7464279287211321	0.9020273250458094	0.06589163524647394	0.02792747017762196	0.10385580031532593	0.29501831501831505	0.17022308760041638	0.4198135424362137
Shigella sonnei	TMO	0.9862208713272544	0.9627933425102527	1.0096484001442563	0.0	0.0	0.0	0.016666666666666666	-0.01167030752742737	0.0450036408607607
Staphylococcus aureus	ALL	0.941868755706011	0.9364096554137654	0.9473278559982566	0.09385473200165831	0.08776099211062212	0.0999484718926945	0.029974195422666196	0.02422662702578262	0.03572176381954977
Staphylococcus aureus	CIP	0.9420288347847918	0.9270555043551915	0.9570021652143922	0.07745349035671616	0.04668754197058134	0.10821943874285098	0.041070506501909694	0.019045674069300928	0.06309533893451846
Staphylococcus aureus	CLI	0.9155267539071442	0.8782539985450473	0.9527995092692412	0.08670443402397335	0.048004021029676006	0.1254048470182707	0.0752792053339249	0.011479347953716454	0.13907906271413334
Staphylococcus aureus	ERY	0.9352971435101832	0.9116784356296357	0.9589158513907308	0.12062074793289294	0.06961299955381914	0.17162849631196675	0.02363905436289386	0.004959019802266693	0.04231908892352103
Staphylococcus aureus	FA	0.8817906756286378	0.84354003526831	0.9200413159889655	0.20155038759689922	0.13342674576462638	0.26967402942917207	0.04035040863201752	0.023634695623407823	0.057066121640627215
Staphylococcus aureus	FOX	0.9971219324168059	0.9891311357630181	1.0051127290705937	0.0	0.0	0.0	0.00909090909090909	-0.016149500956343623	0.0343313191381618
Staphylococcus aureus	GEN	0.9196021089143052	0.8878593411116719	0.9513448767169385	0.19558575300038714	0.11047986626119782	0.28069163973957645	0.009727655417330722	0.004408002467931395	0.015047308366730048
Staphylococcus aureus	MET	0.9820776243011217	0.9737437547926152	0.9904114938096281	0.01206896551724138	-0.00013547221536443568	0.024273403249847194	0.02477017364657814	0.009501131980144384	0.0400392153130119
Staphylococcus aureus	OXA	0.9388489462836624	0.8669617826377185	1.0107361099296064	0.11709401709401708	-0.04269391904822896	0.27688195323626313	0.018200639939770374	-0.0054340881133003	0.041835367992841044
Staphylococcus aureus	PEN	0.8370766122786213	0.811068587550646	0.8630846370065965	0.025177611029221836	0.012890104375280974	0.0374651176831627	0.3581073896863371	0.28471466796627953	0.43150011140639466
Staphylococcus aureus	RIF	0.8369098672367421	0.7429125952825544	0.9309071391909298	0.4129870129870129	0.18972007292440216	0.6362539530496236	0.004757477493820722	-0.0035847312298473624	0.013099686217488806
Staphylococcus aureus	SXT	0.8298902055274422	0.7752265739410145	0.8845538371138699	0.2680186097427477	0.13503775390157627	0.4009994655839192	0.0860944049571715	0.028606198053931102	0.14358261186041188
Staphylococcus aureus	TET	0.882846657820045	0.8558150950434378	0.9098782205966522	0.2979234908977871	0.24411809649563435	0.35172888529993984	0.010271562946373852	0.004022745574532847	0.01652038031821486
Streptococcus pneumoniae	ALL	0.9335427090919381	0.9238926497444436	0.9431927684394327	0.08438107167598685	0.06711453826815965	0.10164760508381405	0.04980851452490323	0.04169862875893881	0.05791840029086765
Streptococcus pneumoniae	AMX	0.8907128822078951	0.7952628454620569	0.9861629189537333	0.2	0.04855494298874141	0.3514450570112586	0.027925842976234915	-0.004075034531801105	0.05992672048427093
Streptococcus pneumoniae	CHL	0.8989496033703315	0.8643975168918941	0.9335016898487688	0.18823681764858238	0.08927016288744125	0.28720347240972355	0.019740281605441796	0.014067661954782172	0.02541290125610142
Streptococcus pneumoniae	CLI	0.9097122447082135	0.8441679859546788	0.9752565034617483	0.16499999999999998	-0.09059887891567231	0.42059887891567227	0.012291399819489707	0.0009426885757896578	0.023640111063189757
Streptococcus pneumoniae	CXM	0.9473908313908315	0.8729286829374183	1.0218529798442446	0.07714285714285714	-0.0772903362069023	0.2315760504926166	0.030917874396135265	-0.02945452913832469	0.09129027793059522
Streptococcus pneumoniae	ERY	0.9302275083358127	0.9112250220878018	0.9492299945838236	0.07820254055354137	0.03949129996025954	0.11691378114682319	0.057586545369610144	0.0478120077581293	0.06736108298109099
Streptococcus pneumoniae	PEN	0.9204067540047941	0.8881460485594795	0.9526674594501087	0.07901997260267879	0.04244239475015245	0.11559755045520513	0.07983738134235029	0.038826622681923675	0.1208481400027769
Streptococcus pneumoniae	RIF	0.9901642675266963	0.9709528692290359	1.0093756658243567	0.0064516129032258064	-0.011460936162566448	0.02436416196901806	0.012343470483005367	-0.009679152303020414	0.034366093269031145
Streptococcus pneumoniae	SXT	0.9033517314191594	0.8927155079329658	0.9139879549053529	0.08204009267389142	0.06599438054719617	0.09808580480058668	0.10443250819536185	0.09168244106570272	0.11718257532502097
Streptococcus pneumoniae	TET	0.940499113865547	0.920853220815573	0.960145006915521	0.08914004656488679	0.06285334146278558	0.115426751666988	0.03476038482721181	0.019688718661778154	0.04983205099264547
Streptococcus uberis	ALL	0.7687333248580388	0.6256151095437905	0.9118515401722871	0.08333333333333333	-0.052368922267670495	0.21903558893433717	0.3428127428127429	0.10643585450999704	0.5791896311154887
Streptococcus uberis	OXA	0.7687333248580388	0.6256151095437905	0.9118515401722871	0.08333333333333333	-0.052368922267670495	0.21903558893433717	0.3428127428127429	0.10643585450999704	0.5791896311154887
